movieId,sim_movieId,relevance
1,4886,0.9770449592354092
1,3114,0.9753340568976469
1,2294,0.9464822135067612
1,2355,0.9451589060550092
1,78499,0.9441985343837476
2,1009,0.8991070323020829
2,2399,0.8985491906142392
2,60,0.8887949724737714
2,2054,0.8835050376270488
2,2161,0.8789704920682875
3,5309,0.9233039446847644
3,7701,0.9225502780620379
3,4621,0.9213320579412808
3,4471,0.9211356878522899
3,122,0.909211428993588
4,1888,0.9369886299050229
4,1353,0.9331342755881736
4,66203,0.9283218545565568
4,6765,0.9263234471145996
4,7149,0.9217268140476702
5,6944,0.9492164273053412
5,5308,0.913442742527718
5,934,0.9106716646633244
5,30825,0.8972309325761721
6,4855,0.9314984634037706
6,1953,0.9293436216299154
6,2278,0.9261982148507458
6,1036,0.9177101445633802
7,915,0.9391009236029206
7,597,0.9369013815631138
7,2424,0.9358482502305754
7,237,0.9341414691684128
7,2671,0.9325666827211776
8,2077,0.904598788801854
8,711,0.8903088418165348
8,1017,0.8869311937015897
8,146,0.8855823982085071
9,204,0.926736300855344
9,26696,0.905524330479118
9,1497,0.9037828345477981
9,5212,0.9011409487901918
9,4200,0.8996036831244743
10,1722,0.9757481395400139
10,3082,0.972023814229892
10,4005,0.9706979549626196
10,2376,0.9678239154143106
10,3635,0.9674137867850212
11,539,0.9203504613647104
11,440,0.9132981980581208
11,7149,0.9109762841104728
11,361,0.9103482777822982
11,2245,0.9078215581728128
12,6888,0.9366393982827332
12,44972,0.9168014495748086
12,3785,0.9155027906146233
12,2163,0.915028555652596
13,2085,0.9369072955640414
13,6889,0.9272078160968299
13,2089,0.9203474752879712
13,3615,0.9048933351525132
13,2057,0.8996970629432055
14,64620,0.9357081681021008
14,3246,0.9305663315870096
14,62437,0.9283767815527324
14,1082,0.9108765695913208
14,2336,0.9103548473911308
15,552,0.8818197209349254
15,2405,0.8701773487559813
15,8167,0.8642192149140809
15,4756,0.8627611376035351
15,2406,0.8624637970728226
16,1213,0.9663391331007708
16,431,0.9597407603590934
16,1466,0.9550655533971064
16,858,0.937325082440256
16,25788,0.9343384385179659
17,7669,0.969083343685026
17,28,0.9688196338673142
17,40629,0.9568064835290848
17,1296,0.9563094996785442
17,613,0.9343017922252423
18,471,0.9125192871904316
18,228,0.9083730223610912
18,176,0.9079697214951364
18,3324,0.9071930438937388
19,344,0.9558420837852092
19,3869,0.9507832758628108
19,4388,0.9383536341382612
19,5481,0.934077824977716
19,3254,0.928751892363416
20,1432,0.9364399506395084
20,145,0.9352910016111196
20,7007,0.9203521131897624
20,5027,0.9115357679092236
20,4673,0.9056746673990508
21,4011,0.9343254873516099
21,2542,0.9321724850965116
21,3104,0.8995642346233522
21,296,0.8896088307827403
22,1620,0.9284730054310444
22,5506,0.9050074422328618
22,6323,0.9022790742137796
22,628,0.8975287774132747
23,1769,0.9428763015360648
23,2278,0.9163497344896164
23,61465,0.9075510615531146
23,4351,0.9052514571603996
23,8665,0.9023202436374008
24,1584,0.8915731156881062
24,8147,0.8680876992277345
24,5410,0.859242752822877
24,55908,0.8587828357348142
25,5015,0.9297290391793472
25,3983,0.920053411827328
25,5992,0.9167588227909405
25,2481,0.9152301464340882
26,3723,0.972011963850122
26,5847,0.934127495271184
26,30850,0.932466099273604
26,3181,0.9275105382499766
27,7059,0.8592734508237239
27,3189,0.8576763724636214
27,917,0.8565227092991972
27,262,0.8554039204379058
28,7669,0.9714537350645376
28,17,0.9688196338673142
28,1296,0.9561580573365492
28,40629,0.9540604852812656
28,613,0.9470595459425548
29,59387,0.8701097987521529
29,1199,0.8636089667258341
29,7099,0.8538542888288575
29,7123,0.8534839771346159
30,1227,0.9299460144770236
30,1809,0.9169818736521104
30,2731,0.91063672745846
30,73344,0.9102279805910792
31,4616,0.933406829486388
31,3296,0.9183567061238448
31,4019,0.9181641362466904
31,5873,0.9145893889227791
31,3916,0.9121901999575296
32,4878,0.9166185715794992
32,70286,0.9093343064351108
32,5062,0.9057360521227102
32,4226,0.8990004960453577
32,68237,0.8970870158750681
34,3189,0.914489015017206
34,1012,0.9144262887904776
34,241,0.9140125870161764
34,1547,0.8992441473486988
36,2329,0.9293842793378876
36,6852,0.9288245044906064
36,7160,0.9287943006452526
36,290,0.9194220643843208
36,3147,0.9193767946792764
38,6338,0.9124824675556128
38,575,0.9043812997862364
38,374,0.8977684692054456
38,7161,0.8917301685280941
38,2059,0.8896049064195113
39,2572,0.9467320391266398
39,2144,0.9440835180331492
39,2485,0.9331877327923456
39,2581,0.933136916342048
39,4091,0.9328073320231514
40,8010,0.9294044161804552
40,5847,0.9136026520328367
40,3271,0.9105792316256934
40,5875,0.910143484610194
41,2075,0.9004800937885601
41,8337,0.8980069678004158
41,3811,0.8943449313078833
42,4488,0.9256482512467894
42,493,0.9193085609985996
42,7047,0.9079550611629836
42,4262,0.9071908720065988
43,2336,0.9335241387120944
43,8191,0.9270942025964264
43,55274,0.9264607632207976
43,1150,0.9139326722684512
43,650,0.9108830566672559
44,393,0.9532952536466776
44,1681,0.9360731465359148
44,5313,0.9133901900870528
44,2373,0.892862231590147
44,4367,0.8909680661770494
45,319,0.9040839541770068
45,3266,0.8759607986907415
45,3893,0.8753421247030281
45,6001,0.8736373229020957
45,608,0.8716913009689158
46,105,0.9235219010583756
46,270,0.9222333085806432
46,3194,0.9184046719569554
47,4226,0.9499169993461192
47,27773,0.9496529218651673
47,8950,0.9470698845029474
47,904,0.9369435760307824
47,5712,0.9342771225671094
48,783,0.9405475412569346
48,1907,0.9002343658533642
48,1029,0.8999605657083962
48,1688,0.8968302451053982
48,2081,0.8915086092496507
